day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;1600;INTARIAN_PEPPER_ROOT;11994;17;11993;38;11991;18;12006;10;12008;16;12009;15;12000.0;0.0
1;1600;ASH_COATED_OSMIUM;9990;14;9988;28;;;10008;7;10009;13;;;9999.0;0.0
1;1700;INTARIAN_PEPPER_ROOT;11991;11;11988;29;;;12005;5;12007;9;;;11998.0;0.0
1;1700;ASH_COATED_OSMIUM;9989;7;9987;20;;;10009;12;10011;35;;;9999.0;0.0
1;1800;INTARIAN_PEPPER_ROOT;11994;20;11992;36;;;12008;19;12011;53;;;12001.0;0.0
1;1800;ASH_COATED_OSMIUM;9986;7;9984;14;9982;20;10006;9;10009;15;10010;21;9996.0;0.0
1;1900;INTARIAN_PEPPER_ROOT;11993;13;11990;34;;;12007;19;12010;43;;;12000.0;0.0
1;1900;ASH_COATED_OSMIUM;9992;10;9991;26;;;10008;7;10011;17;;;10000.0;0.0
1;2000;INTARIAN_PEPPER_ROOT;11992;5;11990;13;;;12007;14;12009;28;;;11999.5;0.0
1;2000;ASH_COATED_OSMIUM;9991;16;9990;25;;;10009;9;10010;19;;;10000.0;0.0
1;2100;INTARIAN_PEPPER_ROOT;11991;14;11988;32;;;12006;14;12009;30;;;11998.5;0.0
1;2100;ASH_COATED_OSMIUM;9986;14;9984;32;;;10006;5;10008;12;;;9996.0;0.0
1;2200;INTARIAN_PEPPER_ROOT;11993;10;11991;23;11990;14;12007;19;12010;37;12012;19;12000.0;0.0
1;2200;ASH_COATED_OSMIUM;9990;18;9989;32;;;10008;9;10010;14;;;9999.0;0.0
1;2300;INTARIAN_PEPPER_ROOT;11993;7;11991;17;;;12007;11;12010;28;;;12000.0;0.0
1;2300;ASH_COATED_OSMIUM;9986;12;9983;22;;;10006;10;10008;16;;;9996.0;0.0
1;2400;INTARIAN_PEPPER_ROOT;11991;19;11989;33;;;12005;13;12007;24;;;11998.0;0.0
1;2400;ASH_COATED_OSMIUM;9990;8;9988;19;;;10008;19;10010;44;;;9999.0;0.0
1;2500;INTARIAN_PEPPER_ROOT;11992;16;11990;27;;;12004;20;12006;48;;;11998.0;0.0
1;2500;ASH_COATED_OSMIUM;9990;18;9989;43;;;10006;9;10008;13;;;9998.0;0.0
1;2600;INTARIAN_PEPPER_ROOT;11991;19;11988;56;;;12005;7;12006;15;;;11998.0;0.0
1;2600;ASH_COATED_OSMIUM;9991;13;9988;29;;;10007;5;10009;14;;;9999.0;0.0
1;2700;INTARIAN_PEPPER_ROOT;11994;13;11991;33;11990;12;12006;11;12008;17;12009;27;12000.0;0.0
1;2700;ASH_COATED_OSMIUM;9990;11;9988;18;;;10010;8;10012;17;;;10000.0;0.0
1;2800;INTARIAN_PEPPER_ROOT;11991;19;11990;55;11989;12;12006;15;12009;32;12010;19;11998.5;0.0
1;2800;ASH_COATED_OSMIUM;9988;5;9987;10;;;10006;9;10007;21;;;9997.0;0.0
1;2900;INTARIAN_PEPPER_ROOT;11993;14;11991;21;11989;30;12007;10;12008;22;12010;20;12000.0;0.0
1;2900;ASH_COATED_OSMIUM;9996;8;9993;18;;;10014;7;10015;20;;;10005.0;0.0
1;3000;INTARIAN_PEPPER_ROOT;11991;18;11990;43;;;12005;20;12006;33;;;11998.0;0.0
1;3000;ASH_COATED_OSMIUM;9993;14;9990;22;;;10011;14;10013;25;;;10002.0;0.0
1;3100;INTARIAN_PEPPER_ROOT;11992;20;11991;55;;;12006;16;12007;39;;;11999.0;0.0
1;3100;ASH_COATED_OSMIUM;9991;17;9988;44;;;10007;6;10010;9;;;9999.0;0.0
1;3200;INTARIAN_PEPPER_ROOT;11992;17;11989;47;;;12006;7;12009;19;;;11999.0;0.0
1;3200;ASH_COATED_OSMIUM;9991;19;9989;42;9987;30;10007;18;10010;48;10012;22;9999.0;0.0
1;3300;INTARIAN_PEPPER_ROOT;11992;7;11990;12;;;12007;10;12009;25;;;11999.5;0.0
1;3300;ASH_COATED_OSMIUM;9989;14;9986;23;;;10007;14;10010;30;;;9998.0;0.0
1;3400;INTARIAN_PEPPER_ROOT;11991;6;11988;15;;;12006;10;12009;23;;;11998.5;0.0
1;3400;ASH_COATED_OSMIUM;9988;19;9986;52;9984;12;10008;5;10009;10;10011;19;9998.0;0.0
1;3500;INTARIAN_PEPPER_ROOT;11991;6;11990;13;;;12006;17;12009;50;;;11998.5;0.0
1;3500;ASH_COATED_OSMIUM;9991;15;9988;24;;;10007;11;10009;19;;;9999.0;0.0
1;3600;INTARIAN_PEPPER_ROOT;11992;19;11991;34;;;12006;20;12008;47;;;11999.0;0.0
1;3600;ASH_COATED_OSMIUM;9990;19;9987;45;;;10008;16;10009;34;;;9999.0;0.0
1;3700;INTARIAN_PEPPER_ROOT;11992;9;11990;16;11988;14;12007;17;12010;34;12012;16;11999.5;0.0
1;3700;ASH_COATED_OSMIUM;9995;16;9994;47;9992;16;10011;19;10012;42;10013;18;10003.0;0.0
1;3800;INTARIAN_PEPPER_ROOT;11994;15;11992;31;11991;20;12006;9;12008;18;12009;25;12000.0;0.0
1;3800;ASH_COATED_OSMIUM;9993;15;9991;24;;;10011;15;10013;31;;;10002.0;0.0
1;3900;INTARIAN_PEPPER_ROOT;11995;17;11993;48;11991;16;12009;19;12011;47;12013;28;12002.0;0.0
1;3900;ASH_COATED_OSMIUM;9992;14;9990;28;9988;19;10010;6;10013;9;10015;20;10001.0;0.0
1;4000;INTARIAN_PEPPER_ROOT;11994;11;11993;23;;;12009;6;12010;10;;;12001.5;0.0
1;4000;ASH_COATED_OSMIUM;9989;19;9986;28;;;10007;5;10009;8;;;9998.0;0.0
1;4100;INTARIAN_PEPPER_ROOT;11994;5;11993;10;;;12009;11;12010;30;;;12001.5;0.0
1;4100;ASH_COATED_OSMIUM;9992;12;9989;26;9987;24;10012;6;10015;15;10017;19;10002.0;0.0
1;4200;INTARIAN_PEPPER_ROOT;11991;11;11990;19;11989;19;12006;9;12009;20;12011;27;11998.5;0.0
1;4200;ASH_COATED_OSMIUM;9990;20;9989;54;9987;23;10008;18;10009;33;10011;17;9999.0;0.0
1;4300;INTARIAN_PEPPER_ROOT;11995;6;11993;12;;;12007;19;12008;55;;;12001.0;0.0
1;4300;ASH_COATED_OSMIUM;9992;7;9990;17;;;10008;6;10011;11;;;10000.0;0.0
1;4400;INTARIAN_PEPPER_ROOT;11992;13;11989;19;;;12004;6;12005;17;;;11998.0;0.0
1;4400;ASH_COATED_OSMIUM;9989;6;9987;17;;;10009;17;10012;32;;;9999.0;0.0
1;4500;INTARIAN_PEPPER_ROOT;11993;6;11990;11;;;12007;8;12009;12;;;12000.0;0.0
1;4500;ASH_COATED_OSMIUM;9992;10;9989;19;;;10012;12;10013;25;;;10002.0;0.0
1;4600;INTARIAN_PEPPER_ROOT;11991;9;11988;25;;;12006;14;12008;25;;;11998.5;0.0
1;4600;ASH_COATED_OSMIUM;9988;13;9985;25;;;10004;19;10007;40;;;9996.0;0.0
1;4700;INTARIAN_PEPPER_ROOT;11994;14;11991;29;;;12006;18;12009;36;;;12000.0;0.0
1;4700;ASH_COATED_OSMIUM;9991;15;9988;40;;;10009;7;10012;17;;;10000.0;0.0
1;4800;INTARIAN_PEPPER_ROOT;11993;6;11990;16;11988;16;12007;19;12008;44;12009;11;12000.0;0.0
1;4800;ASH_COATED_OSMIUM;9991;8;9990;14;;;10007;5;10008;10;;;9999.0;0.0
1;4900;INTARIAN_PEPPER_ROOT;11991;11;11988;31;;;12005;10;12008;15;;;11998.0;0.0
1;4900;ASH_COATED_OSMIUM;9990;10;9989;24;9988;21;10008;14;10011;22;10013;11;9999.0;0.0
1;5000;INTARIAN_PEPPER_ROOT;11992;20;11991;37;;;12006;6;12007;10;;;11999.0;0.0
1;5000;ASH_COATED_OSMIUM;9986;10;9983;24;9981;19;10006;20;10008;56;10009;17;9996.0;0.0
1;5100;INTARIAN_PEPPER_ROOT;11992;8;11989;22;;;12006;12;12008;34;;;11999.0;0.0
1;5100;ASH_COATED_OSMIUM;9989;16;9988;26;;;10009;5;10011;9;;;9999.0;0.0
1;5200;INTARIAN_PEPPER_ROOT;11994;10;11991;15;;;12008;12;12011;24;;;12001.0;0.0
1;5200;ASH_COATED_OSMIUM;9987;6;9984;11;;;10007;8;10009;15;;;9997.0;0.0
1;5300;INTARIAN_PEPPER_ROOT;11992;18;11990;43;11989;21;12007;17;12008;30;12009;10;11999.5;0.0
1;5300;ASH_COATED_OSMIUM;9986;12;9985;23;9983;28;10002;8;10003;12;10005;11;9994.0;0.0
1;5400;INTARIAN_PEPPER_ROOT;11994;18;11993;33;11992;14;12006;12;12009;23;12010;27;12000.0;0.0
1;5400;ASH_COATED_OSMIUM;9991;17;9988;31;;;10011;19;10014;31;;;10001.0;0.0
1;5500;INTARIAN_PEPPER_ROOT;11991;8;11988;22;;;12005;13;12007;35;;;11998.0;0.0
1;5500;ASH_COATED_OSMIUM;9992;14;9991;21;9990;20;10010;9;10013;17;10015;22;10001.0;0.0
1;5600;INTARIAN_PEPPER_ROOT;11993;6;11992;16;;;12005;14;12008;26;;;11999.0;0.0
1;5600;ASH_COATED_OSMIUM;9989;9;9987;23;9986;17;10009;7;10011;19;10012;14;9999.0;0.0
1;5700;INTARIAN_PEPPER_ROOT;11993;6;11992;13;11991;17;12007;15;12008;40;12009;25;12000.0;0.0
1;5700;ASH_COATED_OSMIUM;9991;5;9988;11;9986;28;10011;18;10014;40;10016;21;10001.0;0.0
1;5800;INTARIAN_PEPPER_ROOT;11995;12;11994;19;;;12009;18;12012;31;;;12002.0;0.0
1;5800;ASH_COATED_OSMIUM;9990;15;9988;33;9986;20;10008;18;10009;38;10010;30;9999.0;0.0
1;5900;INTARIAN_PEPPER_ROOT;11995;10;11994;28;;;12007;6;12009;15;;;12001.0;0.0
1;5900;ASH_COATED_OSMIUM;9991;10;9988;27;;;10011;10;10012;16;;;10001.0;0.0
1;6000;INTARIAN_PEPPER_ROOT;11991;17;11988;37;;;12005;13;12008;35;;;11998.0;0.0
1;6000;ASH_COATED_OSMIUM;9990;20;9987;33;;;10008;13;10010;35;;;9999.0;0.0
1;6100;INTARIAN_PEPPER_ROOT;11992;9;11989;24;;;12006;10;12008;27;;;11999.0;0.0
1;6100;ASH_COATED_OSMIUM;9985;17;9984;30;;;10005;17;10008;25;;;9995.0;0.0
1;6200;INTARIAN_PEPPER_ROOT;11994;6;11993;9;;;12008;13;12010;38;;;12001.0;0.0
1;6200;ASH_COATED_OSMIUM;9989;10;9988;20;;;10007;16;10009;24;;;9998.0;0.0
1;6300;INTARIAN_PEPPER_ROOT;11993;7;11991;15;11990;23;12005;19;12006;49;12007;21;11999.0;0.0
1;6300;ASH_COATED_OSMIUM;9990;20;9989;56;;;10008;18;10009;53;;;9999.0;0.0
1;6400;INTARIAN_PEPPER_ROOT;11994;11;11992;25;;;12008;14;12009;29;;;12001.0;0.0
1;6400;ASH_COATED_OSMIUM;9990;8;9989;19;9988;29;10008;10;10010;16;10011;26;9999.0;0.0
1;6500;INTARIAN_PEPPER_ROOT;11993;7;11991;13;;;12005;17;12006;27;;;11999.0;0.0
1;6500;ASH_COATED_OSMIUM;9991;7;9989;18;;;10009;13;10011;20;;;10000.0;0.0
1;6600;INTARIAN_PEPPER_ROOT;11992;9;11989;17;11987;19;12007;9;12008;16;12009;13;11999.5;0.0
1;6600;ASH_COATED_OSMIUM;9989;20;9986;46;;;10009;14;10010;21;;;9999.0;0.0
1;6700;INTARIAN_PEPPER_ROOT;11991;15;11988;26;11987;13;12006;17;12009;45;12011;27;11998.5;0.0
1;6700;ASH_COATED_OSMIUM;9991;13;9990;32;;;10009;14;10012;32;;;10000.0;0.0
1;6800;INTARIAN_PEPPER_ROOT;11994;5;11992;14;;;12006;7;12009;12;;;12000.0;0.0
1;6800;ASH_COATED_OSMIUM;9992;16;9991;47;;;10010;16;10011;39;;;10001.0;0.0
1;6900;INTARIAN_PEPPER_ROOT;11991;13;11989;36;;;12005;18;12006;41;;;11998.0;0.0
1;6900;ASH_COATED_OSMIUM;9992;19;9989;31;;;10010;6;10013;15;;;10001.0;0.0
1;7000;INTARIAN_PEPPER_ROOT;11992;13;11991;26;11989;21;12006;20;12007;33;12009;24;11999.0;0.0
1;7000;ASH_COATED_OSMIUM;9990;9;9988;23;9987;21;10010;15;10013;23;10014;17;10000.0;0.0
1;7100;INTARIAN_PEPPER_ROOT;11990;19;11988;35;;;12005;11;12006;29;;;11997.5;0.0
1;7100;ASH_COATED_OSMIUM;9988;18;9987;41;;;10006;15;10009;25;;;9997.0;0.0
1;7200;INTARIAN_PEPPER_ROOT;11994;10;11992;28;;;12006;17;12007;30;;;12000.0;0.0
1;7200;ASH_COATED_OSMIUM;9987;8;9984;16;;;10005;17;10008;28;;;9996.0;0.0
1;7300;INTARIAN_PEPPER_ROOT;11993;15;11992;42;11990;25;12005;6;12007;16;12009;30;11999.0;0.0
1;7300;ASH_COATED_OSMIUM;9994;7;9991;11;;;10012;14;10014;36;;;10003.0;0.0
1;7400;INTARIAN_PEPPER_ROOT;11993;16;11990;45;;;12007;7;12009;18;;;12000.0;0.0
1;7400;ASH_COATED_OSMIUM;9995;6;9994;11;;;10013;18;10015;47;;;10004.0;0.0
1;7500;INTARIAN_PEPPER_ROOT;11992;15;11989;28;;;12007;7;12010;20;;;11999.5;0.0
1;7500;ASH_COATED_OSMIUM;9990;10;9987;21;9985;14;10010;5;10013;10;10015;26;10000.0;0.0
1;7600;INTARIAN_PEPPER_ROOT;11992;7;11991;13;;;12007;19;12008;51;;;11999.5;0.0
1;7600;ASH_COATED_OSMIUM;9989;13;9988;37;9986;16;10009;8;10012;21;10013;30;9999.0;0.0
1;7700;INTARIAN_PEPPER_ROOT;11994;6;11993;17;;;12008;6;12011;14;;;12001.0;0.0
1;7700;ASH_COATED_OSMIUM;9990;13;9989;20;9987;27;10010;5;10013;11;10014;27;10000.0;0.0
1;7800;INTARIAN_PEPPER_ROOT;11992;19;11989;47;11988;16;12004;10;12006;24;12007;24;11998.0;0.0
1;7800;ASH_COATED_OSMIUM;9989;15;9988;32;;;10009;16;10012;29;;;9999.0;0.0
1;7900;INTARIAN_PEPPER_ROOT;11994;5;11991;8;;;12006;19;12008;56;;;12000.0;0.0
1;7900;ASH_COATED_OSMIUM;9988;8;9985;23;;;10006;17;10009;32;;;9997.0;0.0
1;8000;INTARIAN_PEPPER_ROOT;11994;7;11992;19;11990;25;12006;19;12009;37;12010;21;12000.0;0.0
1;8000;ASH_COATED_OSMIUM;9991;18;9989;52;9987;10;10009;16;10010;41;10011;12;10000.0;0.0
1;8100;INTARIAN_PEPPER_ROOT;11992;10;11991;29;11990;30;12006;8;12007;16;12009;23;11999.0;0.0
1;8100;ASH_COATED_OSMIUM;9988;9;9987;21;;;10008;16;10011;39;;;9998.0;0.0
1;8200;INTARIAN_PEPPER_ROOT;11992;10;11989;23;11988;28;12004;20;12005;37;12007;22;11998.0;0.0
1;8200;ASH_COATED_OSMIUM;9989;16;9987;39;;;10007;18;10010;35;;;9998.0;0.0
1;8300;INTARIAN_PEPPER_ROOT;11992;11;11991;31;;;12006;8;12009;22;;;11999.0;0.0
1;8300;ASH_COATED_OSMIUM;9992;13;9991;36;9990;20;10010;8;10013;12;10015;21;10001.0;0.0
1;8400;INTARIAN_PEPPER_ROOT;11991;10;11988;22;11986;30;12006;8;12007;19;12009;14;11998.5;0.0
1;8400;ASH_COATED_OSMIUM;9989;14;9986;21;;;10007;13;10010;23;;;9998.0;0.0
1;8500;INTARIAN_PEPPER_ROOT;11994;19;11991;32;11990;14;12006;7;12007;20;12009;26;12000.0;0.0
1;8500;ASH_COATED_OSMIUM;9992;7;9990;14;;;10010;12;10013;26;;;10001.0;0.0
1;8600;INTARIAN_PEPPER_ROOT;11991;9;11988;16;;;12006;20;12009;30;;;11998.5;0.0
1;8600;ASH_COATED_OSMIUM;9989;17;9987;46;;;10005;20;10006;53;;;9997.0;0.0
1;8700;INTARIAN_PEPPER_ROOT;11994;14;11993;21;;;12006;13;12008;22;;;12000.0;0.0
1;8700;ASH_COATED_OSMIUM;9993;7;9991;19;;;10011;20;10014;46;;;10002.0;0.0
1;8800;INTARIAN_PEPPER_ROOT;11990;19;11987;46;;;12004;8;12005;18;;;11997.0;0.0
1;8800;ASH_COATED_OSMIUM;9994;9;9991;17;9989;10;10012;10;10015;25;10017;17;10003.0;0.0
1;8900;INTARIAN_PEPPER_ROOT;11992;16;11991;35;;;12006;15;12009;31;;;11999.0;0.0
1;8900;ASH_COATED_OSMIUM;9989;8;9987;12;9986;17;10009;13;10010;26;10012;11;9999.0;0.0
1;9000;INTARIAN_PEPPER_ROOT;11991;6;11988;13;11986;15;12006;6;12007;11;12009;18;11998.5;0.0
1;9000;ASH_COATED_OSMIUM;9991;8;9988;13;9986;11;10009;7;10011;18;10012;15;10000.0;0.0
1;9100;INTARIAN_PEPPER_ROOT;11995;19;11993;48;11991;16;12007;13;12010;19;12012;30;12001.0;0.0
1;9100;ASH_COATED_OSMIUM;9991;9;9988;17;;;10011;5;10012;9;;;10001.0;0.0
1;9200;INTARIAN_PEPPER_ROOT;11994;16;11992;36;11990;23;12006;8;12007;20;12008;17;12000.0;0.0
1;9200;ASH_COATED_OSMIUM;9989;6;9988;17;;;10007;7;10009;17;;;9998.0;0.0
1;9300;INTARIAN_PEPPER_ROOT;11992;20;11990;50;;;12006;14;12008;21;;;11999.0;0.0
1;9300;ASH_COATED_OSMIUM;9989;6;9988;14;9987;23;10005;7;10007;10;10009;10;9997.0;0.0
1;9400;INTARIAN_PEPPER_ROOT;11993;19;11990;44;11988;27;12007;12;12008;22;12010;18;12000.0;0.0
1;9400;ASH_COATED_OSMIUM;9994;11;9991;29;9990;11;10012;17;10014;49;10015;27;10003.0;0.0
1;9500;INTARIAN_PEPPER_ROOT;11993;7;11990;10;;;12007;6;12008;12;;;12000.0;0.0
1;9500;ASH_COATED_OSMIUM;9987;17;9984;33;;;10007;7;10009;16;;;9997.0;0.0
1;9600;INTARIAN_PEPPER_ROOT;11992;9;11989;24;;;12007;8;12010;13;;;11999.5;0.0
1;9600;ASH_COATED_OSMIUM;9987;10;9984;22;;;10005;20;10008;51;;;9996.0;0.0
1;9700;INTARIAN_PEPPER_ROOT;11991;14;11989;29;;;12006;7;12009;17;;;11998.5;0.0
1;9700;ASH_COATED_OSMIUM;9990;14;9989;28;;;10008;17;10009;46;;;9999.0;0.0
1;9800;INTARIAN_PEPPER_ROOT;11992;9;11991;18;;;12006;18;12009;45;;;11999.0;0.0
1;9800;ASH_COATED_OSMIUM;9990;7;9987;19;;;10008;5;10011;13;;;9999.0;0.0
1;9900;INTARIAN_PEPPER_ROOT;11991;12;11990;24;;;12005;6;12006;17;;;11998.0;0.0
1;9900;ASH_COATED_OSMIUM;9993;10;9991;21;9989;29;10011;10;10013;28;10015;18;10002.0;0.0
1;10000;INTARIAN_PEPPER_ROOT;11995;15;11992;43;;;12009;20;12010;59;;;12002.0;0.0
1;10000;ASH_COATED_OSMIUM;9990;10;9987;28;;;10008;10;10011;18;;;9999.0;0.0
1;10100;INTARIAN_PEPPER_ROOT;11992;6;11990;9;11989;13;12007;11;12010;25;12011;13;11999.5;0.0
1;10100;ASH_COATED_OSMIUM;9993;9;9990;14;;;10011;19;10013;49;;;10002.0;0.0
1;10200;INTARIAN_PEPPER_ROOT;11993;15;11992;36;;;12008;9;12011;17;;;12000.5;0.0
1;10200;ASH_COATED_OSMIUM;9986;20;9983;47;;;10006;10;10007;18;;;9996.0;0.0
1;10300;INTARIAN_PEPPER_ROOT;11991;13;11989;28;;;12006;6;12008;17;;;11998.5;0.0
1;10300;ASH_COATED_OSMIUM;9988;14;9985;33;9983;30;10006;12;10009;25;10010;19;9997.0;0.0
1;10400;INTARIAN_PEPPER_ROOT;11993;15;11990;28;;;12005;19;12008;44;;;11999.0;0.0
1;10400;ASH_COATED_OSMIUM;9995;14;9994;34;9993;17;10011;8;10012;19;10013;25;10003.0;0.0
1;10500;INTARIAN_PEPPER_ROOT;11994;16;11993;26;;;12008;18;12011;50;;;12001.0;0.0
1;10500;ASH_COATED_OSMIUM;9989;11;9987;22;9986;12;10007;18;10008;47;10010;12;9998.0;0.0
1;10600;INTARIAN_PEPPER_ROOT;11994;12;11991;34;;;12008;5;12011;7;;;12001.0;0.0
1;10600;ASH_COATED_OSMIUM;9995;10;9994;23;;;10015;8;10018;22;;;10005.0;0.0
1;10700;INTARIAN_PEPPER_ROOT;11992;14;11989;28;;;12007;16;12009;39;;;11999.5;0.0
1;10700;ASH_COATED_OSMIUM;9989;18;9987;52;;;10007;12;10009;33;;;9998.0;0.0
1;10800;INTARIAN_PEPPER_ROOT;11992;9;11989;17;11987;29;12004;11;12005;18;12006;19;11998.0;0.0
1;10800;ASH_COATED_OSMIUM;9991;11;9988;21;;;10009;7;10010;12;;;10000.0;0.0
1;10900;INTARIAN_PEPPER_ROOT;11993;14;11991;40;11990;28;12005;14;12008;34;12010;11;11999.0;0.0
1;10900;ASH_COATED_OSMIUM;9988;20;9986;31;;;10006;9;10009;17;;;9997.0;0.0
1;11000;INTARIAN_PEPPER_ROOT;11991;12;11989;19;;;12006;8;12009;22;;;11998.5;0.0
1;11000;ASH_COATED_OSMIUM;9987;20;9986;33;9985;24;10007;14;10008;24;10010;13;9997.0;0.0
1;11100;INTARIAN_PEPPER_ROOT;11991;11;11989;24;;;12006;17;12007;35;;;11998.5;0.0
1;11100;ASH_COATED_OSMIUM;9991;7;9989;16;;;10007;6;10009;9;;;9999.0;0.0
1;11200;INTARIAN_PEPPER_ROOT;11993;18;11992;48;;;12008;17;12010;33;;;12000.5;0.0
1;11200;ASH_COATED_OSMIUM;9989;15;9986;34;;;10007;6;10009;14;;;9998.0;0.0
1;11300;INTARIAN_PEPPER_ROOT;11994;18;11992;29;;;12008;12;12009;29;;;12001.0;0.0
1;11300;ASH_COATED_OSMIUM;9990;9;9988;26;9986;18;10010;19;10012;33;10014;23;10000.0;0.0
1;11400;INTARIAN_PEPPER_ROOT;11992;5;11990;8;11988;20;12006;20;12007;39;12008;29;11999.0;0.0
1;11400;ASH_COATED_OSMIUM;9993;17;9990;32;;;10009;16;10012;39;;;10001.0;0.0
1;11500;INTARIAN_PEPPER_ROOT;11994;9;11991;21;;;12008;10;12009;24;;;12001.0;0.0
1;11500;ASH_COATED_OSMIUM;9989;5;9986;10;;;10007;12;10009;29;;;9998.0;0.0
1;11600;INTARIAN_PEPPER_ROOT;11991;7;11988;13;;;12005;6;12007;16;;;11998.0;0.0
1;11600;ASH_COATED_OSMIUM;9992;20;9991;43;9990;21;10010;8;10012;23;10014;14;10001.0;0.0
1;11700;INTARIAN_PEPPER_ROOT;11991;10;11989;27;;;12003;19;12004;33;;;11997.0;0.0
1;11700;ASH_COATED_OSMIUM;9988;11;9986;28;;;10006;16;10007;31;;;9997.0;0.0
1;11800;INTARIAN_PEPPER_ROOT;11994;8;11993;15;;;12008;8;12009;22;;;12001.0;0.0
1;11800;ASH_COATED_OSMIUM;9984;20;9983;55;9982;10;10004;10;10007;29;10009;30;9994.0;0.0
1;11900;INTARIAN_PEPPER_ROOT;11991;9;11989;22;;;12005;10;12006;20;;;11998.0;0.0
1;11900;ASH_COATED_OSMIUM;9989;12;9986;31;;;10009;8;10011;13;;;9999.0;0.0
1;12000;INTARIAN_PEPPER_ROOT;11994;20;11991;31;;;12008;6;12009;9;;;12001.0;0.0
1;12000;ASH_COATED_OSMIUM;9991;16;9990;35;;;10007;13;10010;23;;;9999.0;0.0
1;12100;INTARIAN_PEPPER_ROOT;11994;17;11993;39;;;12008;12;12010;32;;;12001.0;0.0
1;12100;ASH_COATED_OSMIUM;9991;15;9990;37;;;10009;7;10012;16;;;10000.0;0.0
